GeoFIPS,GeoName,LineCode,Description,2024
" ""14260""","Boise City, ID (Metropolitan Statistical Area)",3-5,RPPs: Services,91.74966666666667
" ""14460""","Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",1.0,RPPs: All items ,108.266
" ""14460""","Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",2.0, RPPs: Goods ,99.651
" ""14460""","Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",3-5,RPPs: Services,133.59833333333333
" ""14500""","Boulder, CO (Metropolitan Statistical Area)",1.0,RPPs: All items ,105.202
" ""14500""","Boulder, CO (Metropolitan Statistical Area)",2.0, RPPs: Goods ,96.052
" ""14500""","Boulder, CO (Metropolitan Statistical Area)",3-5,RPPs: Services,113.19433333333335
" ""14540""","Bowling Green, KY (Metropolitan Statistical Area)",1.0,RPPs: All items ,90.179
" ""14540""","Bowling Green, KY (Metropolitan Statistical Area)",2.0, RPPs: Goods ,96.246
" ""14540""","Bowling Green, KY (Metropolitan Statistical Area)",3-5,RPPs: Services,78.49566666666668
" ""14580""","Bozeman, MT (Metropolitan Statistical Area)",1.0,RPPs: All items ,102.51
" ""14580""","Bozeman, MT (Metropolitan Statistical Area)",2.0, RPPs: Goods ,96.006
" ""14580""","Bozeman, MT (Metropolitan Statistical Area)",3-5,RPPs: Services,103.84666666666665
" ""14740""","Bremerton-Silverdale-Port Orchard, WA (Metropolitan Statistical Area)",1.0,RPPs: All items ,105.607
" ""14740""","Bremerton-Silverdale-Port Orchard, WA (Metropolitan Statistical Area)",2.0, RPPs: Goods ,105.028
" ""14740""","Bremerton-Silverdale-Port Orchard, WA (Metropolitan Statistical Area)",3-5,RPPs: Services,107.05033333333331
" ""14860""","Bridgeport-Stamford-Danbury, CT Metropolitan Statistical Area",1.0,RPPs: All items ,106.864
" ""14860""","Bridgeport-Stamford-Danbury, CT Metropolitan Statistical Area",2.0, RPPs: Goods ,97.33
" ""14860""","Bridgeport-Stamford-Danbury, CT Metropolitan Statistical Area",3-5,RPPs: Services,133.395
" ""15180""","Brownsville-Harlingen, TX (Metropolitan Statistical Area)",1.0,RPPs: All items ,85.975
" ""15180""","Brownsville-Harlingen, TX (Metropolitan Statistical Area)",2.0, RPPs: Goods ,93.757
" ""15180""","Brownsville-Harlingen, TX (Metropolitan Statistical Area)",3-5,RPPs: Services,78.37
" ""15260""","Brunswick-St. Simons, GA (Metropolitan Statistical Area)",1.0,RPPs: All items ,87.708
" ""15260""","Brunswick-St. Simons, GA (Metropolitan Statistical Area)",2.0, RPPs: Goods ,96.269
" ""15260""","Brunswick-St. Simons, GA (Metropolitan Statistical Area)",3-5,RPPs: Services,80.757
" ""15380""","Buffalo-Cheektowaga, NY (Metropolitan Statistical Area)",1.0,RPPs: All items ,95.844
" ""15380""","Buffalo-Cheektowaga, NY (Metropolitan Statistical Area)",2.0, RPPs: Goods ,99.693
" ""15380""","Buffalo-Cheektowaga, NY (Metropolitan Statistical Area)",3-5,RPPs: Services,102.74400000000001
" ""15500""","Burlington, NC (Metropolitan Statistical Area)",1.0,RPPs: All items ,93.196
" ""15500""","Burlington, NC (Metropolitan Statistical Area)",2.0, RPPs: Goods ,96.621
" ""15500""","Burlington, NC (Metropolitan Statistical Area)",3-5,RPPs: Services,88.43333333333334
" ""15540""","Burlington-South Burlington, VT (Metropolitan Statistical Area)",1.0,RPPs: All items ,100.949
" ""15540""","Burlington-South Burlington, VT (Metropolitan Statistical Area)",2.0, RPPs: Goods ,97.274
" ""15540""","Burlington-South Burlington, VT (Metropolitan Statistical Area)",3-5,RPPs: Services,110.32600000000001
" ""15940""","Canton-Massillon, OH (Metropolitan Statistical Area)",1.0,RPPs: All items ,89.406
" ""15940""","Canton-Massillon, OH (Metropolitan Statistical Area)",2.0, RPPs: Goods ,93.628
" ""15940""","Canton-Massillon, OH (Metropolitan Statistical Area)",3-5,RPPs: Services,84.67566666666666
" ""15980""","Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)",1.0,RPPs: All items ,102.349
" ""15980""","Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)",2.0, RPPs: Goods ,96.24
" ""15980""","Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)",3-5,RPPs: Services,103.62599999999999
" ""16020""","Cape Girardeau, MO-IL (Metropolitan Statistical Area)",1.0,RPPs: All items ,86.078
" ""16020""","Cape Girardeau, MO-IL (Metropolitan Statistical Area)",2.0, RPPs: Goods ,94.222
" ""16020""","Cape Girardeau, MO-IL (Metropolitan Statistical Area)",3-5,RPPs: Services,78.37299999999999
" ""16180""","Carson City, NV (Metropolitan Statistical Area)",1.0,RPPs: All items ,98.13
" ""16180""","Carson City, NV (Metropolitan Statistical Area)",2.0, RPPs: Goods ,96.271
" ""16180""","Carson City, NV (Metropolitan Statistical Area)",3-5,RPPs: Services,97.53133333333334
" ""16220""","Casper, WY (Metropolitan Statistical Area)",1.0,RPPs: All items ,93.829
" ""16220""","Casper, WY (Metropolitan Statistical Area)",2.0, RPPs: Goods ,95.368
" ""16220""","Casper, WY (Metropolitan Statistical Area)",3-5,RPPs: Services,84.49766666666666
" ""16300""","Cedar Rapids, IA (Metropolitan Statistical Area)",1.0,RPPs: All items ,88.963
" ""16300""","Cedar Rapids, IA (Metropolitan Statistical Area)",2.0, RPPs: Goods ,93.73
" ""16300""","Cedar Rapids, IA (Metropolitan Statistical Area)",3-5,RPPs: Services,82.78500000000001
" ""16540""","Chambersburg, PA (Metropolitan Statistical Area)",1.0,RPPs: All items ,94.642
" ""16540""","Chambersburg, PA (Metropolitan Statistical Area)",2.0, RPPs: Goods ,100.684
" ""16540""","Chambersburg, PA (Metropolitan Statistical Area)",3-5,RPPs: Services,92.66266666666667
" ""16580""","Champaign-Urbana, IL (Metropolitan Statistical Area)",1.0,RPPs: All items ,92.704
" ""16580""","Champaign-Urbana, IL (Metropolitan Statistical Area)",2.0, RPPs: Goods ,93.643
" ""16580""","Champaign-Urbana, IL (Metropolitan Statistical Area)",3-5,RPPs: Services,87.22033333333333
" ""16620""","Charleston, WV (Metropolitan Statistical Area)",1.0,RPPs: All items ,88.717
" ""16620""","Charleston, WV (Metropolitan Statistical Area)",2.0, RPPs: Goods ,96.27
" ""16620""","Charleston, WV (Metropolitan Statistical Area)",3-5,RPPs: Services,80.97066666666667
" ""16700""","Charleston-North Charleston, SC (Metropolitan Statistical Area)",1.0,RPPs: All items ,100.962
" ""16700""","Charleston-North Charleston, SC (Metropolitan Statistical Area)",2.0, RPPs: Goods ,96.339
" ""16700""","Charleston-North Charleston, SC (Metropolitan Statistical Area)",3-5,RPPs: Services,102.08866666666667
" ""16740""","Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",1.0,RPPs: All items ,97.348
" ""16740""","Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",2.0, RPPs: Goods ,96.58
" ""16740""","Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",3-5,RPPs: Services,94.99966666666667
" ""16820""","Charlottesville, VA (Metropolitan Statistical Area)",1.0,RPPs: All items ,99.146
" ""16820""","Charlottesville, VA (Metropolitan Statistical Area)",2.0, RPPs: Goods ,96.773
" ""16820""","Charlottesville, VA (Metropolitan Statistical Area)",3-5,RPPs: Services,98.20866666666666
" ""16860""","Chattanooga, TN-GA (Metropolitan Statistical Area)",1.0,RPPs: All items ,91.464
" ""16860""","Chattanooga, TN-GA (Metropolitan Statistical Area)",2.0, RPPs: Goods ,95.994
" ""16860""","Chattanooga, TN-GA (Metropolitan Statistical Area)",3-5,RPPs: Services,82.02333333333333
" ""16940""","Cheyenne, WY (Metropolitan Statistical Area)",1.0,RPPs: All items ,96.491
" ""16940""","Cheyenne, WY (Metropolitan Statistical Area)",2.0, RPPs: Goods ,95.368
" ""16940""","Cheyenne, WY (Metropolitan Statistical Area)",3-5,RPPs: Services,89.40566666666666
" ""16980""","Chicago-Naperville-Elgin, IL-IN (Metropolitan Statistical Area)",1.0,RPPs: All items ,103.595
" ""16980""","Chicago-Naperville-Elgin, IL-IN (Metropolitan Statistical Area)",2.0, RPPs: Goods ,107.258
" ""16980""","Chicago-Naperville-Elgin, IL-IN (Metropolitan Statistical Area)",3-5,RPPs: Services,98.69433333333335
" ""17020""","Chico, CA (Metropolitan Statistical Area)",1.0,RPPs: All items ,101.197
" ""17020""","Chico, CA (Metropolitan Statistical Area)",2.0, RPPs: Goods ,105.168
" ""17020""","Chico, CA (Metropolitan Statistical Area)",3-5,RPPs: Services,117.01666666666665
" ""17140""","Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",1.0,RPPs: All items ,95.37
" ""17140""","Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",2.0, RPPs: Goods ,93.751
" ""17140""","Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",3-5,RPPs: Services,92.53399999999999
" ""17300""","Clarksville, TN-KY (Metropolitan Statistical Area)",1.0,RPPs: All items ,90.947
" ""17300""","Clarksville, TN-KY (Metropolitan Statistical Area)",2.0, RPPs: Goods ,96.247
" ""17300""","Clarksville, TN-KY (Metropolitan Statistical Area)",3-5,RPPs: Services,80.62233333333334
" ""17410""","Cleveland, OH (Metropolitan Statistical Area)",1.0,RPPs: All items ,93.923
" ""17410""","Cleveland, OH (Metropolitan Statistical Area)",2.0, RPPs: Goods ,93.628
" ""17410""","Cleveland, OH (Metropolitan Statistical Area)",3-5,RPPs: Services,91.44666666666666
" ""17420""","Cleveland, TN (Metropolitan Statistical Area)",1.0,RPPs: All items ,88.08
" ""17420""","Cleveland, TN (Metropolitan Statistical Area)",2.0, RPPs: Goods ,96.247
" ""17420""","Cleveland, TN (Metropolitan Statistical Area)",3-5,RPPs: Services,75.92966666666666
" ""17660""","Coeur d'Alene, ID (Metropolitan Statistical Area)",1.0,RPPs: All items ,98.293
" ""17660""","Coeur d'Alene, ID (Metropolitan Statistical Area)",2.0, RPPs: Goods ,96.179
" ""17660""","Coeur d'Alene, ID (Metropolitan Statistical Area)",3-5,RPPs: Services,91.778
" ""17780""","College Station-Bryan, TX (Metropolitan Statistical Area)",1.0,RPPs: All items ,90.951
" ""17780""","College Station-Bryan, TX (Metropolitan Statistical Area)",2.0, RPPs: Goods ,93.757
" ""17780""","College Station-Bryan, TX (Metropolitan Statistical Area)",3-5,RPPs: Services,85.23933333333333
" ""17820""","Colorado Springs, CO (Metropolitan Statistical Area)",1.0,RPPs: All items ,100.707
" ""17820""","Colorado Springs, CO (Metropolitan Statistical Area)",2.0, RPPs: Goods ,96.052
" ""17820""","Colorado Springs, CO (Metropolitan Statistical Area)",3-5,RPPs: Services,99.74133333333333
" ""17860""","Columbia, MO (Metropolitan Statistical Area)",1.0,RPPs: All items ,89.438
" ""17860""","Columbia, MO (Metropolitan Statistical Area)",2.0, RPPs: Goods ,94.193
" ""17860""","Columbia, MO (Metropolitan Statistical Area)",3-5,RPPs: Services,82.74666666666667
" ""17900""","Columbia, SC (Metropolitan Statistical Area)",1.0,RPPs: All items ,93.662
" ""17900""","Columbia, SC (Metropolitan Statistical Area)",2.0, RPPs: Goods ,96.339
" ""17900""","Columbia, SC (Metropolitan Statistical Area)",3-5,RPPs: Services,88.68166666666667
" ""17980""","Columbus, GA-AL (Metropolitan Statistical Area)",1.0,RPPs: All items ,89.296
" ""17980""","Columbus, GA-AL (Metropolitan Statistical Area)",2.0, RPPs: Goods ,96.332
" ""17980""","Columbus, GA-AL (Metropolitan Statistical Area)",3-5,RPPs: Services,83.143
" ""18020""","Columbus, IN (Metropolitan Statistical Area)",1.0,RPPs: All items ,93.003
" ""18020""","Columbus, IN (Metropolitan Statistical Area)",2.0, RPPs: Goods ,94.318
" ""18020""","Columbus, IN (Metropolitan Statistical Area)",3-5,RPPs: Services,87.06200000000001
" ""18140""","Columbus, OH (Metropolitan Statistical Area)",1.0,RPPs: All items ,95.469
" ""18140""","Columbus, OH (Metropolitan Statistical Area)",2.0, RPPs: Goods ,93.628
" ""18140""","Columbus, OH (Metropolitan Statistical Area)",3-5,RPPs: Services,94.13566666666667
" ""18580""","Corpus Christi, TX (Metropolitan Statistical Area)",1.0,RPPs: All items ,92.671
" ""18580""","Corpus Christi, TX (Metropolitan Statistical Area)",2.0, RPPs: Goods ,93.757
" ""18580""","Corpus Christi, TX (Metropolitan Statistical Area)",3-5,RPPs: Services,87.37866666666666
" ""18700""","Corvallis, OR (Metropolitan Statistical Area)",1.0,RPPs: All items ,104.017
" ""18700""","Corvallis, OR (Metropolitan Statistical Area)",2.0, RPPs: Goods ,105.261
" ""18700""","Corvallis, OR (Metropolitan Statistical Area)",3-5,RPPs: Services,107.79466666666667
" ""18880""","Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",1.0,RPPs: All items ,97.031
" ""18880""","Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",2.0, RPPs: Goods ,96.24
" ""18880""","Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",3-5,RPPs: Services,94.28133333333334
" ""19100""","Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1.0,RPPs: All items ,103.09
" ""19100""","Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",2.0, RPPs: Goods ,102.838
" ""19100""","Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",3-5,RPPs: Services,102.75266666666666
" ""19140""","Dalton, GA (Metropolitan Statistical Area)",1.0,RPPs: All items ,89.844
" ""19140""","Dalton, GA (Metropolitan Statistical Area)",2.0, RPPs: Goods ,96.269
" ""19140""","Dalton, GA (Metropolitan Statistical Area)",3-5,RPPs: Services,83.58966666666667
" ""19300""","Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1.0,RPPs: All items ,94.69
" ""19300""","Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",2.0, RPPs: Goods ,96.397
" ""19300""","Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",3-5,RPPs: Services,89.70966666666668
" ""19340""","Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",1.0,RPPs: All items ,89.079
" ""19340""","Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",2.0, RPPs: Goods ,94.2
" ""19340""","Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",3-5,RPPs: Services,83.94033333333333
" ""19430""","Dayton-Kettering-Beavercreek, OH (Metropolitan Statistical Area)",1.0,RPPs: All items ,92.694
" ""19430""","Dayton-Kettering-Beavercreek, OH (Metropolitan Statistical Area)",2.0, RPPs: Goods ,93.628
" ""19430""","Dayton-Kettering-Beavercreek, OH (Metropolitan Statistical Area)",3-5,RPPs: Services,89.01299999999999
" ""19460""","Decatur, AL (Metropolitan Statistical Area)",1.0,RPPs: All items ,87.212
" ""19460""","Decatur, AL (Metropolitan Statistical Area)",2.0, RPPs: Goods ,96.397
" ""19460""","Decatur, AL (Metropolitan Statistical Area)",3-5,RPPs: Services,79.835
" ""19500""","Decatur, IL (Metropolitan Statistical Area)",1.0,RPPs: All items ,88.422
" ""19500""","Decatur, IL (Metropolitan Statistical Area)",2.0, RPPs: Goods ,93.643
